5000	4.8	0.0254	31.7	0.000930789	135.248
8000	4.8	0.0254	31.7	0.000930789	127.008
1600	9.5	0.0254	71.3	0.00420654	133.756
2000	9.5	0.0254	71.3	0.00420654	134.976
5000	9.5	0.0254	71.3	0.00420654	131.186
1250	9.5	0.0254	39.6	0.00449821	130.964
2000	9.5	0.0254	39.6	0.00449821	131.274
2500	9.5	0.0254	31.7	0.00461377	130.086
1250	12.7	0.0254	71.3	0.0121808	133.048
2000	12.7	0.0254	71.3	0.0121808	134.228
10000	12.7	0.0254	71.3	0.0121808	114.418
500	12.7	0.0254	39.6	0.0130253	127.127
3150	12.7	0.0254	39.6	0.0130253	127.847
6300	12.7	0.0254	39.6	0.0130253	123.177
8000	12.7	0.0254	39.6	0.0130253	120.607
1000	17.4	0.0254	71.3	0.016104	125.816
1000	17.4	0.0254	55.5	0.0165706	126.001
2500	17.4	0.0254	55.5	0.0165706	124.931
4000	17.4	0.0254	55.5	0.0165706	121.771
500	17.4	0.0254	39.6	0.0172206	117.514
800	17.4	0.0254	39.6	0.0172206	135.324
2500	17.4	0.0254	39.6	0.0172206	124.154
1600	17.4	0.0254	31.7	0.0176631	126.846
4000	22.2	0.0254	39.6	0.0229028	119.646
1600	0	0.1016	71.3	0.00121072	131.725
4000	0	0.1016	71.3	0.00121072	130.935
3150	0	0.1016	55.5	0.00131983	131.780
6300	0	0.1016	55.5	0.00131983	127.730
10000	0	0.1016	55.5	0.00131983	121.930
800	0	0.1016	39.6	0.00146332	128.401
4000	0	0.1016	39.6	0.00146332	127.801
1000	0	0.1016	31.7	0.00150092	131.313
3150	0	0.1016	31.7	0.00150092	129.973
800	3.3	0.1016	71.3	0.00202822	131.074
3150	3.3	0.1016	71.3	0.00202822	132.114
1600	3.3	0.1016	55.5	0.002211	133.649
5000	3.3	0.1016	55.5	0.002211	124.839
1250	3.3	0.1016	39.6	0.00245138	133.211
5000	3.3	0.1016	39.6	0.00245138	122.371
8000	3.3	0.1016	39.6	0.00245138	118.091
10000	3.3	0.1016	39.6	0.00245138	115.321
800	6.7	0.1016	71.3	0.00478288	134.478
630	6.7	0.1016	55.5	0.0052139	133.023
1250	6.7	0.1016	39.6	0.00578076	132.395
1600	6.7	0.1016	39.6	0.00578076	127.375
500	6.7	0.1016	31.7	0.00592927	130.206
630	6.7	0.1016	31.7	0.00592927	132.116
1250	6.7	0.1016	31.7	0.00592927	129.256
630	8.9	0.1016	39.6	0.0124596	131.920
1250	8.9	0.1016	39.6	0.0124596	127.710
2500	8.9	0.1016	39.6	0.0124596	119.190
315	12.3	0.1016	71.3	0.0337792	137.068
2000	12.3	0.1016	71.3	0.0337792	122.218
400	12.3	0.1016	55.5	0.0368233	136.414
630	12.3	0.1016	55.5	0.0368233	124.244
6300	12.3	0.1016	55.5	0.0368233	110.124
250	12.3	0.1016	39.6	0.0408268	129.675
2500	12.3	0.1016	39.6	0.0408268	113.315
3150	12.3	0.1016	39.6	0.0408268	113.055
250	12.3	0.1016	31.7	0.0418756	125.857
630	12.3	0.1016	31.7	0.0418756	119.287
1250	12.3	0.1016	31.7	0.0418756	118.767
3150	15.6	0.1016	71.3	0.0437259	116.468
400	15.6	0.1016	39.6	0.0528487	120.484
1250	15.6	0.1016	39.6	0.0528487	118.214
1600	15.6	0.1016	39.6	0.0528487	114.554
